will_1,will_2,relative_prob,will_combo
Move,Transfuse,0.52798,Move + Transfuse
Exchange,Move,0.11584,Exchange + Move
Exchange,Transfuse,0.10944999999999999,Exchange + Transfuse
Move,Plunder,0.10654000000000001,Move + Plunder
Plunder,Transfuse,0.09958,Plunder + Transfuse
Exchange,Plunder,0.02024,Exchange + Plunder
Enrich,Transfuse,0.007619999999999999,Enrich + Transfuse
Enrich,Move,0.00728,Enrich + Move
Enrich,Exchange,0.00153,Enrich + Exchange
Enrich,Plunder,0.00137,Enrich + Plunder
Move,Reform,0.0012300000000000002,Move + Reform
Reform,Transfuse,0.00091,Reform + Transfuse
Exchange,Reform,0.00022,Exchange + Reform
Plunder,Reform,0.00021000000000000004,Plunder + Reform
