will_1,will_2,relative_prob,will_combo
Exchange,Foreshadow,0.28356,Exchange + Foreshadow
Foreshadow,Transfuse,0.2761,Foreshadow + Transfuse
Exchange,Transfuse,0.27347,Exchange + Transfuse
Alternate Trust,Foreshadow,0.02137,Alternate Trust + Foreshadow
Alternate Trust,Exchange,0.021020000000000004,Alternate Trust + Exchange
Alternate Trust,Transfuse,0.02086,Alternate Trust + Transfuse
Exchange,Reform,0.013680000000000001,Exchange + Reform
Foreshadow,Reform,0.01315,Foreshadow + Reform
Reform,Transfuse,0.01242,Reform + Transfuse
Enrich,Exchange,0.01139,Enrich + Exchange
Enrich,Foreshadow,0.011009999999999999,Enrich + Foreshadow
Enrich,Transfuse,0.01098,Enrich + Transfuse
Plunder,Transfuse,0.008570000000000001,Plunder + Transfuse
Exchange,Plunder,0.0083,Exchange + Plunder
Foreshadow,Plunder,0.008239999999999999,Foreshadow + Plunder
Alternate Trust,Reform,0.00095,Alternate Trust + Reform
Foreshadow,Move,0.0009,Foreshadow + Move
Alternate Trust,Enrich,0.00079,Alternate Trust + Enrich
Move,Transfuse,0.00077,Move + Transfuse
Exchange,Move,0.0006600000000000001,Exchange + Move
Alternate Trust,Plunder,0.0006000000000000001,Alternate Trust + Plunder
Enrich,Reform,0.00043000000000000004,Enrich + Reform
Plunder,Reform,0.00035000000000000005,Plunder + Reform
Enrich,Plunder,0.00030999999999999995,Enrich + Plunder
Move,Reform,5e-05,Move + Reform
Enrich,Move,3e-05,Enrich + Move
Alternate Trust,Move,2e-05,Alternate Trust + Move
Move,Plunder,1.9999999999999998e-05,Move + Plunder
