will_1,will_2,relative_prob,will_combo
Foreshadow,Move,0.22263,Foreshadow + Move
Exchange,Move,0.18277,Exchange + Move
Exchange,Foreshadow,0.17396999999999999,Exchange + Foreshadow
Move,Transfuse,0.07028,Move + Transfuse
Foreshadow,Transfuse,0.06853000000000001,Foreshadow + Transfuse
Move,Plunder,0.06343,Move + Plunder
Foreshadow,Plunder,0.05943,Foreshadow + Plunder
Exchange,Transfuse,0.055249999999999994,Exchange + Transfuse
Exchange,Plunder,0.04958,Exchange + Plunder
Plunder,Transfuse,0.01941,Plunder + Transfuse
Enrich,Move,0.009920000000000002,Enrich + Move
Enrich,Foreshadow,0.009840000000000002,Enrich + Foreshadow
Enrich,Exchange,0.007390000000000001,Enrich + Exchange
Enrich,Transfuse,0.0029100000000000003,Enrich + Transfuse
Enrich,Plunder,0.0024700000000000004,Enrich + Plunder
Alternate Trust,Foreshadow,0.00068,Alternate Trust + Foreshadow
Alternate Trust,Move,0.00066,Alternate Trust + Move
Alternate Trust,Exchange,0.00053,Alternate Trust + Exchange
Alternate Trust,Plunder,0.00019,Alternate Trust + Plunder
Alternate Trust,Transfuse,0.00011,Alternate Trust + Transfuse
Alternate Trust,Enrich,1.9999999999999998e-05,Alternate Trust + Enrich
