will_1,will_2,relative_prob,will_combo
Foreshadow,Reform,0.28489,Foreshadow + Reform
Move,Reform,0.26909,Move + Reform
Foreshadow,Move,0.14296,Foreshadow + Move
Plunder,Reform,0.0547,Plunder + Reform
Enrich,Reform,0.031540000000000006,Enrich + Reform
Foreshadow,Plunder,0.02985,Foreshadow + Plunder
Move,Plunder,0.028419999999999997,Move + Plunder
Exchange,Reform,0.024030000000000003,Exchange + Reform
Reform,Transfuse,0.02074,Reform + Transfuse
Enrich,Foreshadow,0.01712,Enrich + Foreshadow
Enrich,Move,0.01636,Enrich + Move
Exchange,Foreshadow,0.01255,Exchange + Foreshadow
Foreshadow,Transfuse,0.01176,Foreshadow + Transfuse
Exchange,Move,0.01127,Exchange + Move
Alternate Trust,Reform,0.01023,Alternate Trust + Reform
Move,Transfuse,0.0102,Move + Transfuse
Alternate Trust,Foreshadow,0.00581,Alternate Trust + Foreshadow
Alternate Trust,Move,0.00514,Alternate Trust + Move
Enrich,Plunder,0.0032600000000000003,Enrich + Plunder
Exchange,Plunder,0.0023,Exchange + Plunder
Plunder,Transfuse,0.00199,Plunder + Transfuse
Enrich,Exchange,0.0014399999999999999,Enrich + Exchange
Enrich,Transfuse,0.00115,Enrich + Transfuse
Alternate Trust,Plunder,0.0010199999999999999,Alternate Trust + Plunder
Exchange,Transfuse,0.00087,Exchange + Transfuse
Alternate Trust,Enrich,0.00054,Alternate Trust + Enrich
Alternate Trust,Exchange,0.00039,Alternate Trust + Exchange
Alternate Trust,Transfuse,0.00037999999999999997,Alternate Trust + Transfuse
