will_1,will_2,relative_prob,will_combo
Move,Reform,0.45812,Move + Reform
Plunder,Reform,0.1664,Plunder + Reform
Move,Plunder,0.15946,Move + Plunder
Reform,Transfuse,0.03509,Reform + Transfuse
Move,Transfuse,0.03271,Move + Transfuse
Alternate Trust,Reform,0.01919,Alternate Trust + Reform
Enrich,Reform,0.019090000000000003,Enrich + Reform
Exchange,Reform,0.0188,Exchange + Reform
Alternate Trust,Move,0.01849,Alternate Trust + Move
Enrich,Move,0.01814,Enrich + Move
Exchange,Move,0.018000000000000002,Exchange + Move
Plunder,Transfuse,0.01147,Plunder + Transfuse
Exchange,Plunder,0.00668,Exchange + Plunder
Enrich,Plunder,0.005920000000000001,Enrich + Plunder
Alternate Trust,Plunder,0.00588,Alternate Trust + Plunder
Enrich,Transfuse,0.0014500000000000001,Enrich + Transfuse
Alternate Trust,Transfuse,0.00137,Alternate Trust + Transfuse
Exchange,Transfuse,0.0013100000000000002,Exchange + Transfuse
Alternate Trust,Enrich,0.0008799999999999999,Alternate Trust + Enrich
Enrich,Exchange,0.0008000000000000001,Enrich + Exchange
Alternate Trust,Exchange,0.0007499999999999999,Alternate Trust + Exchange
