will_1,will_2,relative_prob,will_combo
Move,Transfuse,0.49011000000000005,Move + Transfuse
Exchange,Move,0.11742,Exchange + Move
Exchange,Transfuse,0.09451,Exchange + Transfuse
Move,Plunder,0.05351000000000001,Move + Plunder
Enrich,Move,0.053470000000000004,Enrich + Move
Plunder,Transfuse,0.04296,Plunder + Transfuse
Enrich,Transfuse,0.04241,Enrich + Transfuse
Foreshadow,Move,0.0211,Foreshadow + Move
Foreshadow,Transfuse,0.0163,Foreshadow + Transfuse
Move,Reform,0.01314,Move + Reform
Reform,Transfuse,0.01091,Reform + Transfuse
Exchange,Plunder,0.00977,Exchange + Plunder
Enrich,Exchange,0.00953,Enrich + Exchange
Enrich,Plunder,0.00459,Enrich + Plunder
Exchange,Foreshadow,0.003909999999999999,Exchange + Foreshadow
Alternate Trust,Move,0.00325,Alternate Trust + Move
Alternate Trust,Transfuse,0.00292,Alternate Trust + Transfuse
Exchange,Reform,0.00243,Exchange + Reform
Foreshadow,Plunder,0.0018099999999999998,Foreshadow + Plunder
Enrich,Foreshadow,0.0017000000000000001,Enrich + Foreshadow
Enrich,Reform,0.00112,Enrich + Reform
Plunder,Reform,0.0011099999999999999,Plunder + Reform
Alternate Trust,Exchange,0.00064,Alternate Trust + Exchange
Foreshadow,Reform,0.00045999999999999996,Foreshadow + Reform
Alternate Trust,Plunder,0.0004,Alternate Trust + Plunder
Alternate Trust,Enrich,0.00031,Alternate Trust + Enrich
Alternate Trust,Foreshadow,0.00013,Alternate Trust + Foreshadow
Alternate Trust,Reform,8e-05,Alternate Trust + Reform
