will_1,will_2,relative_prob,will_combo
Move,Transfuse,0.58847,Move + Transfuse
Exchange,Move,0.07473,Exchange + Move
Exchange,Transfuse,0.07046000000000001,Exchange + Transfuse
Foreshadow,Move,0.05623000000000001,Foreshadow + Move
Foreshadow,Transfuse,0.051370000000000006,Foreshadow + Transfuse
Move,Reform,0.04893000000000001,Move + Reform
Reform,Transfuse,0.0447,Reform + Transfuse
Enrich,Move,0.01743,Enrich + Move
Enrich,Transfuse,0.016759999999999997,Enrich + Transfuse
Exchange,Foreshadow,0.0066500000000000005,Exchange + Foreshadow
Exchange,Reform,0.004880000000000001,Exchange + Reform
Foreshadow,Reform,0.0042499999999999994,Foreshadow + Reform
Move,Plunder,0.0036400000000000004,Move + Plunder
Plunder,Transfuse,0.00314,Plunder + Transfuse
Enrich,Exchange,0.00171,Enrich + Exchange
Enrich,Foreshadow,0.0017,Enrich + Foreshadow
Alternate Trust,Transfuse,0.00131,Alternate Trust + Transfuse
Enrich,Reform,0.0012,Enrich + Reform
Alternate Trust,Move,0.0011,Alternate Trust + Move
Exchange,Plunder,0.00043000000000000004,Exchange + Plunder
Foreshadow,Plunder,0.00032,Foreshadow + Plunder
Plunder,Reform,0.0002,Plunder + Reform
Alternate Trust,Exchange,0.00011000000000000002,Alternate Trust + Exchange
Enrich,Plunder,9.999999999999999e-05,Enrich + Plunder
Alternate Trust,Foreshadow,9e-05,Alternate Trust + Foreshadow
Alternate Trust,Enrich,5e-05,Alternate Trust + Enrich
Alternate Trust,Reform,4e-05,Alternate Trust + Reform
