will_1,will_2,relative_prob,will_combo
Exchange,Reform,0.23347,Exchange + Reform
Reform,Transfuse,0.18331,Reform + Transfuse
Exchange,Transfuse,0.09291999999999999,Exchange + Transfuse
Move,Reform,0.0816,Move + Reform
Foreshadow,Reform,0.05516999999999999,Foreshadow + Reform
Plunder,Reform,0.04649,Plunder + Reform
Exchange,Move,0.04203,Exchange + Move
Move,Transfuse,0.0337,Move + Transfuse
Alternate Trust,Reform,0.0317,Alternate Trust + Reform
Exchange,Foreshadow,0.02934,Exchange + Foreshadow
Exchange,Plunder,0.024749999999999998,Exchange + Plunder
Foreshadow,Transfuse,0.022969999999999997,Foreshadow + Transfuse
Plunder,Transfuse,0.01903,Plunder + Transfuse
Alternate Trust,Exchange,0.01595,Alternate Trust + Exchange
Enrich,Reform,0.015539999999999998,Enrich + Reform
Alternate Trust,Transfuse,0.012560000000000002,Alternate Trust + Transfuse
Foreshadow,Move,0.010799999999999999,Foreshadow + Move
Move,Plunder,0.00861,Move + Plunder
Enrich,Exchange,0.00832,Enrich + Exchange
Enrich,Transfuse,0.00613,Enrich + Transfuse
Alternate Trust,Move,0.00586,Alternate Trust + Move
Foreshadow,Plunder,0.005679999999999999,Foreshadow + Plunder
Alternate Trust,Foreshadow,0.0037400000000000003,Alternate Trust + Foreshadow
Alternate Trust,Plunder,0.00317,Alternate Trust + Plunder
Enrich,Move,0.00277,Enrich + Move
Enrich,Foreshadow,0.00172,Enrich + Foreshadow
Enrich,Plunder,0.00166,Enrich + Plunder
Alternate Trust,Enrich,0.00101,Alternate Trust + Enrich
