will_1,will_2,relative_prob,will_combo
Foreshadow,Move,0.27281,Foreshadow + Move
Exchange,Foreshadow,0.10923999999999999,Exchange + Foreshadow
Foreshadow,Transfuse,0.0922,Foreshadow + Transfuse
Foreshadow,Plunder,0.09104,Foreshadow + Plunder
Exchange,Move,0.09043999999999999,Exchange + Move
Move,Transfuse,0.07626,Move + Transfuse
Move,Plunder,0.07465,Move + Plunder
Enrich,Foreshadow,0.036699999999999997,Enrich + Foreshadow
Exchange,Transfuse,0.030309999999999997,Exchange + Transfuse
Enrich,Move,0.02949,Enrich + Move
Exchange,Plunder,0.0282,Exchange + Plunder
Plunder,Transfuse,0.02452,Plunder + Transfuse
Enrich,Exchange,0.012280000000000001,Enrich + Exchange
Enrich,Transfuse,0.01048,Enrich + Transfuse
Enrich,Plunder,0.01013,Enrich + Plunder
Alternate Trust,Foreshadow,0.00308,Alternate Trust + Foreshadow
Alternate Trust,Move,0.00248,Alternate Trust + Move
Alternate Trust,Exchange,0.00098,Alternate Trust + Exchange
Alternate Trust,Plunder,0.0009199999999999999,Alternate Trust + Plunder
Alternate Trust,Transfuse,0.00085,Alternate Trust + Transfuse
Move,Reform,0.00081,Move + Reform
Foreshadow,Reform,0.0007700000000000001,Foreshadow + Reform
Alternate Trust,Enrich,0.00037999999999999997,Alternate Trust + Enrich
Exchange,Reform,0.00033999999999999997,Exchange + Reform
Plunder,Reform,0.00031,Plunder + Reform
Reform,Transfuse,0.00022,Reform + Transfuse
Enrich,Reform,9.999999999999999e-05,Enrich + Reform
Alternate Trust,Reform,9.999999999999999e-06,Alternate Trust + Reform
