will_1,will_2,relative_prob,will_combo
Foreshadow,Transfuse,0.67944,Foreshadow + Transfuse
Exchange,Transfuse,0.09844000000000001,Exchange + Transfuse
Exchange,Foreshadow,0.09613000000000001,Exchange + Foreshadow
Plunder,Transfuse,0.05318,Plunder + Transfuse
Foreshadow,Plunder,0.0526,Foreshadow + Plunder
Exchange,Plunder,0.007180000000000001,Exchange + Plunder
Alternate Trust,Foreshadow,0.0059299999999999995,Alternate Trust + Foreshadow
Alternate Trust,Transfuse,0.00583,Alternate Trust + Transfuse
Alternate Trust,Exchange,0.00074,Alternate Trust + Exchange
Alternate Trust,Plunder,0.00053,Alternate Trust + Plunder
