will_1,will_2,relative_prob,will_combo
Exchange,Move,0.69753,Exchange + Move
Exchange,Plunder,0.09582,Exchange + Plunder
Move,Plunder,0.06784,Move + Plunder
Exchange,Transfuse,0.02903,Exchange + Transfuse
Alternate Trust,Exchange,0.0261,Alternate Trust + Exchange
Move,Transfuse,0.0197,Move + Transfuse
Alternate Trust,Move,0.01774,Alternate Trust + Move
Enrich,Exchange,0.011439999999999999,Enrich + Exchange
Exchange,Reform,0.00945,Exchange + Reform
Enrich,Move,0.007859999999999999,Enrich + Move
Move,Reform,0.00614,Move + Reform
Plunder,Transfuse,0.00264,Plunder + Transfuse
Alternate Trust,Plunder,0.0021000000000000003,Alternate Trust + Plunder
Exchange,Foreshadow,0.00138,Exchange + Foreshadow
Enrich,Plunder,0.0012699999999999999,Enrich + Plunder
Foreshadow,Move,0.00104,Foreshadow + Move
Plunder,Reform,0.00077,Plunder + Reform
Alternate Trust,Transfuse,0.00076,Alternate Trust + Transfuse
Enrich,Transfuse,0.00033,Enrich + Transfuse
Alternate Trust,Enrich,0.00027,Alternate Trust + Enrich
Reform,Transfuse,0.00026,Reform + Transfuse
Alternate Trust,Reform,0.00015999999999999999,Alternate Trust + Reform
Enrich,Reform,0.00015,Enrich + Reform
Foreshadow,Plunder,9.999999999999999e-05,Foreshadow + Plunder
Alternate Trust,Foreshadow,4.9999999999999996e-05,Alternate Trust + Foreshadow
Foreshadow,Transfuse,3.9999999999999996e-05,Foreshadow + Transfuse
Foreshadow,Reform,1.9999999999999998e-05,Foreshadow + Reform
Enrich,Foreshadow,9.999999999999999e-06,Enrich + Foreshadow
