will_1,will_2,relative_prob,will_combo
Move,Shadow Infuse,0.33514,Move + Shadow Infuse
Exchange,Move,0.16627999999999998,Exchange + Move
Exchange,Shadow Infuse,0.15947999999999998,Exchange + Shadow Infuse
Foreshadow,Move,0.061220000000000004,Foreshadow + Move
Foreshadow,Shadow Infuse,0.057780000000000005,Foreshadow + Shadow Infuse
Item Move,Move,0.050820000000000004,Item Move + Move
Item Move,Shadow Infuse,0.04858,Item Move + Shadow Infuse
Exchange,Foreshadow,0.02856,Exchange + Foreshadow
Exchange,Item Move,0.023459999999999998,Exchange + Item Move
Alternate Trust,Shadow Infuse,0.01686,Alternate Trust + Shadow Infuse
Alternate Trust,Move,0.0167,Alternate Trust + Move
Foreshadow,Item Move,0.00838,Foreshadow + Item Move
Alternate Trust,Exchange,0.008159999999999999,Alternate Trust + Exchange
Shadow Infuse,Shadow Revoke,0.00474,Shadow Infuse + Shadow Revoke
Move,Shadow Revoke,0.00458,Move + Shadow Revoke
Alternate Trust,Foreshadow,0.00278,Alternate Trust + Foreshadow
Alternate Trust,Item Move,0.0024999999999999996,Alternate Trust + Item Move
Exchange,Shadow Revoke,0.00226,Exchange + Shadow Revoke
Item Move,Shadow Revoke,0.0007800000000000001,Item Move + Shadow Revoke
Foreshadow,Shadow Revoke,0.0007400000000000001,Foreshadow + Shadow Revoke
Alternate Trust,Shadow Revoke,0.00019999999999999998,Alternate Trust + Shadow Revoke
