will_1,will_2,relative_prob,will_combo
Foreshadow,Shadow Infuse,0.29802,Foreshadow + Shadow Infuse
Move,Shadow Infuse,0.28158,Move + Shadow Infuse
Foreshadow,Move,0.24485999999999997,Foreshadow + Move
Exchange,Shadow Infuse,0.05284,Exchange + Shadow Infuse
Exchange,Foreshadow,0.04484,Exchange + Foreshadow
Exchange,Move,0.04420000000000001,Exchange + Move
Alternate Trust,Shadow Infuse,0.006699999999999999,Alternate Trust + Shadow Infuse
Alternate Trust,Foreshadow,0.00542,Alternate Trust + Foreshadow
Alternate Trust,Move,0.00532,Alternate Trust + Move
Reform,Shadow Infuse,0.00252,Reform + Shadow Infuse
Foreshadow,Reform,0.00242,Foreshadow + Reform
Move,Reform,0.0023599999999999997,Move + Reform
Shadow Infuse,Shadow Revoke,0.00174,Shadow Infuse + Shadow Revoke
Foreshadow,Shadow Revoke,0.0015799999999999998,Foreshadow + Shadow Revoke
Move,Shadow Revoke,0.0013399999999999998,Move + Shadow Revoke
Alternate Trust,Exchange,0.00102,Alternate Trust + Exchange
Item Move,Shadow Infuse,0.001,Item Move + Shadow Infuse
Foreshadow,Item Move,0.0006999999999999999,Foreshadow + Item Move
Item Move,Move,0.00054,Item Move + Move
Exchange,Reform,0.00044,Exchange + Reform
Exchange,Item Move,0.00028000000000000003,Exchange + Item Move
Exchange,Shadow Revoke,0.00012000000000000002,Exchange + Shadow Revoke
Reform,Shadow Revoke,4e-05,Reform + Shadow Revoke
Alternate Trust,Item Move,3.9999999999999996e-05,Alternate Trust + Item Move
Alternate Trust,Reform,3.9999999999999996e-05,Alternate Trust + Reform
Item Move,Shadow Revoke,1.9999999999999998e-05,Item Move + Shadow Revoke
Alternate Trust,Shadow Revoke,1.9999999999999998e-05,Alternate Trust + Shadow Revoke
