will_1,will_2,relative_prob,will_combo
Foreshadow,Shadow Infuse,0.29403999999999997,Foreshadow + Shadow Infuse
Item Move,Shadow Infuse,0.10643999999999999,Item Move + Shadow Infuse
Move,Shadow Infuse,0.10006000000000001,Move + Shadow Infuse
Exchange,Shadow Infuse,0.08468,Exchange + Shadow Infuse
Foreshadow,Item Move,0.07352,Foreshadow + Item Move
Foreshadow,Move,0.0706,Foreshadow + Move
Reform,Shadow Infuse,0.05712,Reform + Shadow Infuse
Exchange,Foreshadow,0.0556,Exchange + Foreshadow
Foreshadow,Reform,0.03784,Foreshadow + Reform
Item Move,Move,0.024739999999999998,Item Move + Move
Exchange,Item Move,0.02106,Exchange + Item Move
Exchange,Move,0.01898,Exchange + Move
Item Move,Reform,0.0138,Item Move + Reform
Move,Reform,0.013340000000000001,Move + Reform
Exchange,Reform,0.0108,Exchange + Reform
Shadow Infuse,Shadow Revoke,0.007,Shadow Infuse + Shadow Revoke
Foreshadow,Shadow Revoke,0.0049,Foreshadow + Shadow Revoke
Item Move,Shadow Revoke,0.00164,Item Move + Shadow Revoke
Exchange,Shadow Revoke,0.0016200000000000001,Exchange + Shadow Revoke
Move,Shadow Revoke,0.00142,Move + Shadow Revoke
Reform,Shadow Revoke,0.0007999999999999999,Reform + Shadow Revoke
