will_1,will_2,relative_prob,will_combo
Move,Shadow Infuse,0.4817,Move + Shadow Infuse
Exchange,Shadow Infuse,0.17975999999999998,Exchange + Shadow Infuse
Exchange,Move,0.17058,Exchange + Move
Alternate Trust,Shadow Infuse,0.05696,Alternate Trust + Shadow Infuse
Alternate Trust,Move,0.05338,Alternate Trust + Move
Alternate Trust,Exchange,0.01904,Alternate Trust + Exchange
Reform,Shadow Infuse,0.00988,Reform + Shadow Infuse
Move,Reform,0.009139999999999999,Move + Reform
Foreshadow,Move,0.00624,Foreshadow + Move
Foreshadow,Shadow Infuse,0.00606,Foreshadow + Shadow Infuse
Exchange,Reform,0.0034999999999999996,Exchange + Reform
Exchange,Foreshadow,0.0019,Exchange + Foreshadow
Alternate Trust,Reform,0.00112,Alternate Trust + Reform
Alternate Trust,Foreshadow,0.0006,Alternate Trust + Foreshadow
Foreshadow,Reform,0.00014,Foreshadow + Reform
