will_1,will_2,relative_prob,will_combo
Exchange,Move,0.33653999999999995,Exchange + Move
Move,Swap,0.24003999999999998,Move + Swap
Exchange,Swap,0.16454,Exchange + Swap
Move,Shadow Infuse,0.0941,Move + Shadow Infuse
Exchange,Shadow Infuse,0.06448,Exchange + Shadow Infuse
Shadow Infuse,Swap,0.0438,Shadow Infuse + Swap
Magnify,Move,0.02512,Magnify + Move
Exchange,Magnify,0.01602,Exchange + Magnify
Magnify,Swap,0.010860000000000002,Magnify + Swap
Magnify,Shadow Infuse,0.0045000000000000005,Magnify + Shadow Infuse
