will_1,will_2,relative_prob,will_combo
Exchange,Shadow Revoke,0.30838000000000004,Exchange + Shadow Revoke
Shadow Infuse,Shadow Revoke,0.1472,Shadow Infuse + Shadow Revoke
Magnify,Shadow Revoke,0.11671999999999999,Magnify + Shadow Revoke
Shadow Revoke,Swap,0.09132,Shadow Revoke + Swap
Exchange,Shadow Infuse,0.062400000000000004,Exchange + Shadow Infuse
Exchange,Magnify,0.047880000000000006,Exchange + Magnify
Exchange,Swap,0.03784,Exchange + Swap
Shadow Revoke,Take Item,0.02798,Shadow Revoke + Take Item
Reform,Shadow Revoke,0.02412,Reform + Shadow Revoke
Magnify,Shadow Infuse,0.02372,Magnify + Shadow Infuse
Move,Shadow Revoke,0.01786,Move + Shadow Revoke
Shadow Infuse,Swap,0.01704,Shadow Infuse + Swap
Magnify,Swap,0.01328,Magnify + Swap
Exchange,Take Item,0.011880000000000002,Exchange + Take Item
Exchange,Reform,0.010060000000000001,Exchange + Reform
Exchange,Move,0.007640000000000001,Exchange + Move
Shadow Infuse,Take Item,0.00564,Shadow Infuse + Take Item
Reform,Shadow Infuse,0.004739999999999999,Reform + Shadow Infuse
Magnify,Take Item,0.00422,Magnify + Take Item
Magnify,Reform,0.0037199999999999998,Magnify + Reform
Swap,Take Item,0.00346,Swap + Take Item
Move,Shadow Infuse,0.00334,Move + Shadow Infuse
Reform,Swap,0.00306,Reform + Swap
Magnify,Move,0.0026,Magnify + Move
Move,Swap,0.00196,Move + Swap
Reform,Take Item,0.00098,Reform + Take Item
Move,Reform,0.0005,Move + Reform
Move,Take Item,0.00045999999999999996,Move + Take Item
