will_1,will_2,relative_prob,will_combo
Exchange,Reform,0.7583,Exchange + Reform
Exchange,Item Steal,0.06892000000000001,Exchange + Item Steal
Item Steal,Reform,0.053380000000000004,Item Steal + Reform
Exchange,Move,0.02562,Exchange + Move
Move,Reform,0.020759999999999997,Move + Reform
Exchange,Magnify,0.0196,Exchange + Magnify
Magnify,Reform,0.013919999999999998,Magnify + Reform
Exchange,Shadow Revoke,0.01204,Exchange + Shadow Revoke
Reform,Shadow Revoke,0.00936,Reform + Shadow Revoke
Exchange,nan,0.007200000000000001,Exchange + nan
Reform,nan,0.00528,Reform + nan
Item Steal,Move,0.0019,Item Steal + Move
Item Steal,Magnify,0.00108,Item Steal + Magnify
Item Steal,Shadow Revoke,0.0009000000000000001,Item Steal + Shadow Revoke
Item Steal,nan,0.00044,Item Steal + nan
Magnify,Move,0.00043999999999999996,Magnify + Move
Move,Shadow Revoke,0.00033999999999999997,Move + Shadow Revoke
Magnify,Shadow Revoke,0.00019999999999999998,Magnify + Shadow Revoke
Move,nan,0.00014,Move + nan
Shadow Revoke,nan,0.00012,Shadow Revoke + nan
Magnify,nan,5.9999999999999995e-05,Magnify + nan
