will_1,will_2,relative_prob,will_combo
Exchange,Move,0.19555999999999998,Exchange + Move
Magnify,Move,0.16549999999999998,Magnify + Move
Exchange,Magnify,0.13235999999999998,Exchange + Magnify
Move,Take Item,0.0664,Move + Take Item
Move,Swap,0.05906,Move + Swap
Exchange,Take Item,0.051320000000000005,Exchange + Take Item
Exchange,Swap,0.046560000000000004,Exchange + Swap
Move,Shadow Infuse,0.0446,Move + Shadow Infuse
Magnify,Take Item,0.04418,Magnify + Take Item
Magnify,Swap,0.039259999999999996,Magnify + Swap
Exchange,Shadow Infuse,0.03572,Exchange + Shadow Infuse
Magnify,Shadow Infuse,0.030679999999999995,Magnify + Shadow Infuse
Swap,Take Item,0.0163,Swap + Take Item
Move,Reform,0.015439999999999999,Move + Reform
Shadow Infuse,Take Item,0.01236,Shadow Infuse + Take Item
Exchange,Reform,0.012320000000000001,Exchange + Reform
Shadow Infuse,Swap,0.010860000000000002,Shadow Infuse + Swap
Magnify,Reform,0.010539999999999999,Magnify + Reform
Reform,Take Item,0.004,Reform + Take Item
Reform,Swap,0.00364,Reform + Swap
Reform,Shadow Infuse,0.0033400000000000005,Reform + Shadow Infuse
